,DATE,Station,AMB_TEMP,CO,NO,NO2,NOX,O3,PM10,PM25,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,Avg
0,01-01-2018,Newport,16.20833333,0.35875,1.845833333,9.504166667,11.37083333,32.75,68.33333333,42.75,42.75,70.16666667,2.991666667,192.6,210.4166667,3.333333333,0.883333333,48
1,02-01-2018,Newport,15.45833333,0.519583333,2.220833333,13.98333333,16.2375,27.60833333,97.79166667,70.58333333,70.58333333,70.95833333,4.104166667,227.0416667,208.25,2.254166667,0.954166667,56
2,03-01-2018,Newport,16.375,0.49375,5.5375,16.57083333,22.12916667,25.37083333,81.33333333,56.25,56.25,73.875,4.095833333,250,240.875,2.145833333,1.175,57
3,04-01-2018,Newport,12.625,0.532916667,2.029166667,13.54166667,15.57916667,20.79166667,49.875,36.25,36.25,70.08333333,4.541666667,198.4583333,173.8333333,4.775,0.820833333,43
4,05-01-2018,Newport,12,0.45375,3.825,17.78333333,21.58333333,11.88333333,35.70833333,30.75,24.96666667,80.66666667,3.008333333,158.4666667,154.7083333,2.595833333,0.8375,38
5,06-01-2018,Newport,14.95833333,0.387916667,5.504166667,15.57916667,21.04166667,14.48333333,23.33333333,22.08333333,21.3,84.66666667,2.4375,144.6458333,166.875,3.1875,0.625,37
6,07-01-2018,Newport,16.41666667,0.326666667,1.704166667,9.620833333,11.45833333,25.75,32.33333333,18.45833333,18.45833333,79.58333333,2.620833333,127.5833333,149.9583333,3.145833333,0.733333333,34
7,08-01-2018,Newport,17.70833333,0.342916667,2.1375,9.2,11.24583333,25.53333333,39.91666667,26.5,26.5,77.95833333,2.054166667,179.275,184.1666667,3.375,1.0125,41
8,09-01-2018,Newport,17.75,0.33,1.495833333,10.46666667,12.00833333,26.75,36.95833333,22.375,22.375,77.75,2.908333333,186.7833333,180.9875,3.6375,0.933333333,41
9,10-01-2018,Newport,17.29166667,0.425833333,2.216666667,12.775,15,26.57916667,54.16666667,35.70833333,35.70833333,75.04166667,3.529166667,165.2208333,171.7083333,3.429166667,0.85,42
10,11-01-2018,Newport,16.75,0.474583333,1.791666667,10.8625,12.75833333,29.79166667,77.79166667,50.91666667,50.91666667,67.91666667,3.641666667,193.4583333,161.3333333,4.345833333,0.691666667,46
11,12-01-2018,Newport,16.54166667,0.591666667,1.854166667,12.8125,14.64166667,28.875,67.875,54.29166667,54.29166667,72.125,4.016666667,206.9166667,190.0541667,2.429166667,0.879166667,49
12,13-01-2018,Newport,17.5,0.409166667,2.091666667,13.49166667,15.57083333,19.125,47.5,27.08333333,24.625,84.79166667,3.375,236.25,213.2083333,2.308333333,0.8875,48
13,14-01-2018,Newport,18.25,0.477916667,3.745833333,16.70833333,20.5,14.5,56,41.125,37.45,85.41666667,2.0125,229.5791667,246.5833333,1.816666667,0.9875,52
14,15-01-2018,Newport,19.16666667,0.460416667,3.208333333,14.19166667,17.2125,18.6625,41.125,26.41666667,25.4,80.83333333,3.545833333,256.3333333,241.2,2.5875,1.408333333,51
15,16-01-2018,Newport,15.83333333,0.327916667,2.958333333,10.62916667,13.55,24.5,20.25,15.16666667,11.175,82.04166667,2.466666667,178.5,156.8333333,3.6875,1.675,36
16,17-01-2018,Newport,15.70833333,0.379583333,3.8,10.64583333,14.38333333,25.45833333,51.91666667,22.125,22.125,79.70833333,2.166666667,203.5,173.4583333,2.558333333,1.2625,42
17,18-01-2018,Newport,18.20833333,0.45125,3.966666667,15.48333333,19.5125,25.17083333,68.125,39.125,39.125,78.45833333,3.029166667,218.2791667,197.6291667,1.808333333,1.1875,49
18,19-01-2018,Newport,18.25,0.484583333,3.333333333,17.14583333,20.375,19.74166667,65.625,44.29166667,44.29166667,80.125,2.908333333,233.3625,204.8166667,2.804166667,1.15,51
19,20-01-2018,Newport,17.33333333,0.592916667,2.05,14.05,16.12083333,27.8875,71.625,44.29166667,44.29166667,80.04166667,2.883333333,188.5041667,172.4583333,2.295833333,1.304166667,46
20,21-01-2018,Newport,17.29166667,0.709583333,1.879166667,13.425,15.29166667,27.75,82.29166667,50.41666667,50.41666667,79.625,2.675,232.9166667,191.7083333,2.320833333,1.3375,52
21,22-01-2018,Newport,14.625,0.457916667,1.016666667,7.7875,8.775,25.75,21.125,19.83333333,15.7,80.66666667,1.575,195.625,187.7083333,3.995833333,0.804166667,40
22,23-01-2018,Newport,8.7,0.485833333,1.120833333,4.579166667,5.4375,16.99166667,14.24166667,11.24166667,9.383333333,47.325,1.191666667,108.2333333,78.86666667,2.45,0.566666667,21
23,24-01-2018,Newport,15.20833333,0.36375,1.941666667,6.395833333,8.308333333,28.95833333,27.125,20.875,18.3,78.54166667,1.9,211.9583333,185.875,3.1875,1.141666667,41
24,25-01-2018,Newport,13.16666667,0.515833333,1.320833333,6.895833333,8.204166667,33.16666667,36.79166667,31.20833333,30.675,74.95833333,2.5,199.075,201.625,4.045833333,0.779166667,43
25,26-01-2018,Newport,14.25,0.50375,2.670833333,10.2,12.9,28.375,58.16666667,45.5,43,77.29166667,4.133333333,197.8333333,194.9791667,2.35,1.125,47
26,27-01-2018,Newport,16.375,0.45125,2.125,9.2375,11.4125,31,68.45833333,45.16666667,45.16666667,79.91666667,2.583333333,241.9708333,197.7083333,2.6,1.158333333,51
27,28-01-2018,Newport,16.66666667,0.463333333,3.195833333,13.1375,16.34583333,21.62916667,58.79166667,37.16666667,37.16666667,80.66666667,2.916666667,238.7916667,227.9583333,2.791666667,1.233333333,51
28,29-01-2018,Newport,17,0.3575,1.858333333,9.025,10.83333333,31.66666667,40.83333333,22.125,22.125,78.125,2.7875,209.5,206.75,3.870833333,1.120833333,44
29,30-01-2018,Newport,16.41666667,0.337083333,0.9,8.145833333,9.033333333,38.125,61.66666667,37.16666667,37.16666667,76.75,2.654166667,209.5,218.875,4.575,1.229166667,49
30,31-01-2018,Newport,15.66666667,0.357083333,0.979166667,8.7,9.695833333,38.58333333,52.95833333,34.875,34.875,71.41666667,3.095833333,179.1416667,189.3708333,4.133333333,1.175,44
31,01-02-2018,Newport,15.125,0.3875,1.9375,9.020833333,10.94583333,30.3875,54.91666667,34.16666667,34.16666667,78.33333333,2.333333333,271.2916667,244.8416667,2.45,1.4,53
32,02-02-2018,Newport,16.16666667,0.4,1.65,10.89166667,12.48333333,32.625,61.25,33.25,33.25,73,2.170833333,231.9583333,191.8333333,3.916666667,1.3375,48
33,03-02-2018,Newport,14.125,0.382083333,3.208333333,15.9875,19.01666667,18.475,30.41666667,18.58333333,18.58333333,75.16666667,3.170833333,192.25,177.6666667,3.275,0.9125,40
34,04-02-2018,Newport,16.625,0.399583333,3.295833333,14.37083333,17.6625,21.875,46.91666667,27.29166667,27.29166667,76.54166667,3.129166667,211.9208333,219.125,2.5875,1.041666667,47
35,05-02-2018,Newport,18.45833333,0.414583333,2.4625,11.34166667,13.92083333,24.575,61.58333333,45.25,45.25,77.95833333,1.583333333,231.8083333,258.5833333,2.2875,1.3375,54
36,06-02-2018,Newport,22.125,0.517916667,6,14.38333333,20.43333333,19.7125,92.125,50.625,48.59166667,75.58333333,3.020833333,175.6125,192.9166667,2.629166667,2.304166667,49
37,07-02-2018,Newport,16.04166667,0.592916667,1.9,11.93333333,13.7625,21.7125,43.20833333,31.33333333,28.71666667,80.79166667,2.929166667,183.0458333,216.5,3.966666667,0.833333333,44
38,08-02-2018,Newport,10.65,0.33375,1.991666667,10.82083333,12.87083333,22.625,38.91666667,27.20833333,13.50833333,82.70833333,1.975,141.0083333,141.2083333,3.854166667,0.625,35
39,09-02-2018,Newport,12.7375,0.385833333,3.620833333,15.40833333,19.07916667,19.11666667,40.58333333,31.16666667,31.16666667,77.29166667,3.758333333,213.4833333,150.8208333,2.354166667,1.129166667,42
40,10-02-2018,Newport,14.75,0.427916667,3.025,13.7,16.75,19.1125,65.875,46.20833333,46.20833333,83.20833333,2.175,197.1541667,175.2083333,3.075,1.029166667,46
41,11-02-2018,Newport,15.45833333,0.358333333,2.570833333,8.05,10.50833333,26.20833333,45.125,27.41666667,27.41666667,81.5,2.158333333,300.4583333,263.7083333,3.545833333,1.220833333,55
42,12-02-2018,Newport,15.20833333,0.40125,2.8125,7.879166667,10.64166667,24.875,72.25,42.20833333,42.20833333,85.75,1.070833333,235.7083333,216.275,2.658333333,1.283333333,51
43,13-02-2018,Newport,19,0.454166667,3.304166667,11.95833333,15.10833333,29.525,68.66666667,42.91666667,42.91666667,74.41666667,2.408333333,195,177.125,2.566666667,1.0125,46
44,14-02-2018,Newport,19.20833333,0.630833333,4.316666667,18.87916667,23.12083333,22.9125,78.375,61.875,61.875,78.70833333,2.725,293.25,266.2916667,2.0875,1.441666667,63
45,15-02-2018,Newport,18.125,0.692083333,8.279166667,19.58333333,27.91666667,17.53333333,87.54166667,48.29166667,48.29166667,81.66666667,2.845833333,279.2791667,239.8791667,3.0875,1.375,59
46,16-02-2018,Newport,15.79166667,0.328333333,1.691666667,9.183333333,10.7375,34.29166667,49.16666667,28.375,28.375,78.75,1.729166667,213.25,231.9166667,4.4,1.15,48
47,17-02-2018,Newport,13.95833333,0.310833333,1.9125,7.7375,9.704166667,37.375,47.16666667,27.04166667,27.04166667,76.41666667,2.545833333,184.8333333,183.5833333,4.979166667,0.808333333,42
48,18-02-2018,Newport,13.5,0.432083333,2.154166667,9.3125,11.375,36.125,70.91666667,47.29166667,47.29166667,67.79166667,4.0125,149.2083333,157.4583333,4.791666667,1.054166667,42
49,19-02-2018,Newport,13.75,0.35125,2.170833333,9.854166667,11.9875,30.66666667,51.04166667,31.70833333,31.70833333,70.625,3.3375,249.2083333,213.6041667,3.5875,1.204166667,49
50,20-02-2018,Newport,15.125,0.404166667,3.308333333,14.29166667,17.625,25.5375,65.70833333,39.79166667,39.79166667,78.08333333,3.579166667,230.5875,216.725,2.429166667,1.083333333,51
51,21-02-2018,Newport,15.54166667,0.44625,1.479166667,13.15416667,14.68333333,23.875,101.0416667,64.875,47.7,87.16666667,2.170833333,257.525,225.1708333,1.833333333,0.908333333,58
52,22-02-2018,Newport,20.625,0.534166667,3.916666667,16.2375,20.19583333,34,107.6666667,85.375,85.375,78.54166667,3.770833333,231.2083333,211.975,1.370833333,1.016666667,61
53,23-02-2018,Newport,22.83333333,0.466666667,5.318333333,14.52666667,19.59333333,17.24166667,66,65.95833333,53.88333333,81.20833333,5.241666667,222.625,228.7083333,1.929166667,1.441666667,54
54,24-02-2018,Newport,18.375,0.564583333,3.8,16.075,19.80416667,19.32916667,54.75,43.25,35.29166667,85.25,2.045833333,209.875,218.0833333,2.683333333,1.133333333,49
55,25-02-2018,Newport,16.875,0.574166667,2.9125,16.25416667,19.19583333,20.07916667,58.70833333,41.45833333,37.775,82.66666667,2.85,229.375,154.1666667,3.0625,0.916666667,46
56,26-02-2018,Newport,13,0.30625,0.870833333,7.795833333,8.566666667,30.29166667,24.83333333,19.20833333,18.3,80.25,0.866666667,194.5833333,197.8333333,4.1625,0.8125,41
57,27-02-2018,Newport,12.70833333,0.300416667,0.941666667,10.0375,10.94166667,29.66666667,31.91666667,22.83333333,19.025,84.16666667,1.166666667,195.2666667,185.4291667,3.154166667,0.845833333,41
58,28-02-2018,Newport,13.16666667,0.299583333,0.9375,10.63333333,11.62083333,26.91666667,28.08333333,23.25,14.95833333,87.58333333,0.979166667,141.3833333,167.625,3.3375,1.354166667,36
59,29-02-2018,Newport,15.45833333,0.396666667,1.5625,11.09583333,12.60833333,27.70833333,55.58333333,34.66666667,34.66666667,81.25,3.2375,180.9375,208.15,2.375,1.433333333,45
60,01-03-2018,Newport,18.08333333,0.419583333,3.733333333,11.7375,15.35833333,28.08333333,79.29166667,44.91666667,44.91666667,80.875,2.504166667,252.9833333,233.4583333,2.325,1.266666667,55
61,02-03-2018,Newport,20.29166667,0.419583333,4.279166667,13.39583333,17.7,24.71666667,79.45833333,54.70833333,54.70833333,78.79166667,2.945833333,249.25,234.3958333,2.604166667,1.433333333,56
62,03-03-2018,Newport,17.79166667,0.587916667,2.545833333,14.81666667,17.30416667,26.5875,104.7916667,68.45833333,68.45833333,80.91666667,2.625,231.75,245.7916667,3.279166667,1.1625,60
63,04-03-2018,Newport,18.79166667,0.491666667,1.891666667,9.704166667,11.55,31.3625,106.375,67.91666667,67.91666667,81.04166667,1.470833333,263.5416667,194.6541667,2.279166667,1.179166667,58
64,05-03-2018,Newport,24.125,0.436666667,5.226666667,8.430833333,13.57666667,22.09166667,93.70833333,49.75,49.75,71.70833333,2.583333333,177,175.6666667,2.541666667,2.2375,47
65,06-03-2018,Newport,22.95833333,0.514166667,6.126666667,8.189166667,13.79333333,27.50833333,87.75,44.875,44.875,79.16666667,3.6375,262.7916667,276.6666667,2.083333333,1.525,59
66,07-03-2018,Newport,19.5,0.761666667,3.670833333,13.39166667,17,34.83333333,98,57.25,57.25,77.16666667,3.55,216.7208333,204.4166667,3.525,1.270833333,54
67,08-03-2018,Newport,18.08333333,0.720416667,1.579166667,15.02916667,16.22083333,22.5625,77.41666667,47.75,47.75,77.625,6.725,252.7083333,218.5833333,3.0375,1.304166667,54
68,09-03-2018,Newport,14.54166667,0.44,1.354166667,13.51666667,14.73333333,31.41666667,47.625,32.625,31.5,80,2.729166667,197.4791667,170.6666667,3.733333333,0.895833333,43
69,10-03-2018,Newport,13.25,0.314166667,2.341666667,9.775,11.9875,32.79166667,43.125,31.08333333,29.18333333,76.20833333,2,227.8583333,215.5416667,3.995833333,0.670833333,47
70,11-03-2018,Newport,13.125,0.305833333,0.979166667,10.67916667,11.61666667,35.125,55.45833333,39.45833333,33.35833333,80.375,1.95,173.45,194.7583333,3.5,1.058333333,44
71,12-03-2018,Newport,13.5,0.444166667,1.5,10.64583333,12.20833333,38.66666667,74.95833333,51.625,41.19166667,85.66666667,2.695833333,213.375,191.95,2.529166667,0.8,50
72,13-03-2018,Newport,15,0.3125,1.541666667,10.61666667,12.0875,34.91666667,60.95833333,33.125,33.125,79.875,2.9875,204.4583333,194.6625,3.454166667,1.1625,46
73,14-03-2018,Newport,16.125,0.3725,3.279166667,16.97083333,20.225,20.825,74.83333333,45.66666667,45.66666667,83.08333333,2.545833333,199.25,185.625,2.816666667,1.154166667,48
74,15-03-2018,Newport,17.125,0.362083333,3.325,11.99583333,15.2125,29.1,82.75,44.91666667,44.91666667,83.91666667,1.3125,225,221.1916667,2.533333333,1.420833333,53
75,16-03-2018,Newport,21.875,0.575833333,5.2875,16.5125,21.82083333,32.93333333,117.6666667,71.58333333,71.58333333,76.95833333,3.775,156.8458333,170.375,1.516666667,1.133333333,52
76,17-03-2018,Newport,25.70833333,0.475,5.920833333,14.05833333,19.95833333,22.50833333,99.375,58.75,58.75,76.625,3.7125,168.3875,178.4166667,1.954166667,1.825,50
77,18-03-2018,Newport,25.45833333,0.334583333,2.229166667,8.816666667,11.00833333,23.1875,51.16666667,24.54166667,24.54166667,78.70833333,2.204166667,240.9166667,210.9583333,2.233333333,1.558333333,48
78,19-03-2018,Newport,22.125,0.538333333,1.2,11.29166667,12.5125,40.75,113.9166667,57.375,57.375,77.66666667,2.995833333,267.65,270.0416667,3.045833333,1.620833333,63
79,20-03-2018,Newport,21.70833333,0.50125,1.3,17.00833333,18.20833333,30.2625,94.375,51.33333333,51.33333333,75.54166667,3.804166667,233.9083333,216.6833333,3.3375,1.183333333,55
80,21-03-2018,Newport,19.375,0.38125,1.641666667,13.40833333,15.1625,36.16666667,64.20833333,30.41666667,30.41666667,73.29166667,3.483333333,241.1875,234.3333333,3.1125,0.929166667,52
81,22-03-2018,Newport,21.45833333,0.40375,1.5125,10.55833333,12.0625,82.25,90.125,43.375,43.375,78.04166667,2.270833333,234.7833333,212.2875,2.35,1.279166667,56
82,23-03-2018,Newport,24.29166667,0.436666667,3.1375,14.80833333,17.91666667,31.45,91.5,51.75,51.75,71.5,4.233333333,198.2083333,181.7083333,2.9125,1.595833333,50
83,24-03-2018,Newport,14.04166667,0.434166667,2.016666667,9.6,11.5375,129.8333333,41.875,39.75833333,62.75,1.829166667,130.7291667,161.6791667,4.5375,0.908333333,17.70833333,42
84,25-03-2018,Newport,0.394166667,2.070833333,10.29166667,12.35833333,99.75,38.20833333,38.20833333,61.45833333,2.920833333,215.9625,230.5666667,2.141666667,1.075,20,0.68625,50
85,26-03-2018,Newport,4.054166667,21.0625,25.09166667,33.45416667,97,45.95833333,45.95833333,57.95833333,5.7375,245.1416667,243.1666667,1.554166667,1.016666667,21.70833333,0.598333333,57
86,27-03-2018,Newport,3.3625,19.725,23.01666667,44.39583333,111.7083333,51.45833333,51.45833333,60.33333333,3.566666667,181.5416667,198.1666667,1.8625,1.595833333,21.91666667,0.41,52
87,28-03-2018,Newport,3.195833333,15.40833333,18.59583333,51.375,127.625,64.95833333,64.95833333,66.66666667,5.479166667,231.1666667,221.3333333,1.5625,1.15,22.04166667,0.3775,60
88,29-03-2018,Newport,3.033333333,13.72916667,16.83333333,36.20833333,120.4583333,60,60,69.25,3.941666667,182.1291667,188.625,2.154166667,1.029166667,23.16666667,0.39625,53
89,30-03-2018,Newport,4.291666667,14.17916667,18.40416667,44.28333333,110.9166667,50.16666667,48.375,64,4.379166667,213.3333333,209.2625,1.6,1.195833333,21.5,0.435,54
90,31-03-2018,Newport,1.308333333,13.7375,14.97083333,40.2,114,51.20833333,51.20833333,62.625,4.083333333,212.4583333,185.75,3.8125,1.083333333,21.66666667,0.403333333,52
91,01-04-2018,Newport,2.3375,11.8375,14.25833333,45.78333333,104.7083333,39.29166667,39.29166667,61.70833333,3.7625,202.5125,209.4583333,1.783333333,1.579166667,23.16666667,0.400416667,51
92,02-04-2018,Newport,1.935,9.51,11.585,47.16666667,128.875,39.91666667,39.91666667,72.125,3.558333333,166.3125,154.3083333,1.195833333,0.733333333,24.25,0.523333333,47
93,03-04-2018,Newport,3.516666667,16.06666667,19.56666667,31.8125,140,63.66666667,63.66666667,70.875,4.608333333,200.5,216.5,2.104166667,1.391666667,22.79166667,0.453333333,58
94,04-04-2018,Newport,1.620833333,11.58333333,13.275,46.33333333,111.7083333,52.45833333,52.45833333,68.5,4.108333333,250.85,254.5,1.733333333,1.3,23.20833333,0.423333333,60
95,05-04-2018,Newport,0.6,12.04166667,12.7375,41.20833333,84.08333333,42.625,42.625,74.95833333,2.879166667,195.2166667,188.25,1.991666667,1.175,21.25,0.5175,49
96,06-04-2018,Newport,1.779166667,18.04166667,19.83333333,24.04166667,65.375,38.33333333,32.7,78.375,4.270833333,225.9333333,238.1541667,1.45,1.004166667,21.70833333,0.474166667,52
97,07-04-2018,Newport,3.229166667,17.125,20.33333333,33.16666667,107.7916667,67.66666667,63.775,80.08333333,3.158333333,192.5416667,203.125,1.279166667,0.9875,23.125,0.369583333,55
98,08-04-2018,Newport,3.445833333,10.69583333,14.09166667,44.19583333,82.5,40.58333333,40.58333333,75.33333333,2.616666667,221.4208333,208.8333333,2.129166667,1.720833333,23.58333333,0.4725,52
99,09-04-2018,Newport,1.466666667,16.82916667,18.35416667,35.40833333,103.5,59.5,59.5,77.20833333,3.745833333,204.1,184.6666667,2.020833333,1.025,26.08333333,0.489166667,53
100,10-04-2018,Newport,5.994583333,14.79458333,20.69041667,33.46666667,79.66666667,47.33333333,47.33333333,72.5,3.870833333,198.875,178.3333333,1.895833333,1.558333333,26.875,0.220416667,49
101,11-04-2018,Newport,3.354166667,6.933333333,10.26666667,20.1375,38.33333333,18.41666667,18.41666667,73.41666667,2.658333333,226.5416667,223.9583333,2.129166667,1.991666667,26.54166667,0.24625,45
102,12-04-2018,Newport,1.029166667,6.733333333,7.770833333,31.62083333,57.54166667,30.75,30.75,74.875,2.675,218.15,240.4583333,1.875,1.504166667,26.75,0.324166667,49
103,13-04-2018,Newport,2.158333333,9.833333333,11.99583333,20.0625,63.375,31.58333333,31.58333333,72.20833333,2.404166667,210.6666667,217.5,1.875,1.666666667,26.5,0.2825,47
104,14-04-2018,Newport,6.6625,8.983333333,15.59583333,25.07083333,44.16666667,19.375,19.375,71.5,2.383333333,227.7666667,241.2083333,1.758333333,1.466666667,26.875,0.245833333,48
105,15-04-2018,Newport,1.720833333,7.758333333,9.491666667,18.2125,46.75,28.58333333,28.58333333,70.54166667,2,184.7916667,185.6666667,1.833333333,1.670833333,25.125,0.333333333,41
106,16-04-2018,Newport,3.233333333,11,14.19166667,16.1375,40.33333333,22.83333333,22.15,75.54166667,2.654166667,204.5458333,222.25,2.175,1.5625,16.12916667,1.096666667,44
107,17-04-2018,Newport,2,11.9125,13.15833333,15.85833333,50.79583333,28.79583333,22.24583333,61.3375,3.004166667,156.7833333,148.7125,2.116666667,1.483333333,23.875,0.491666667,37
108,18-04-2018,Newport,2.220833333,12.65833333,14.83333333,33.55,97.66666667,60.5,53.69166667,79.5,3.754166667,212.8333333,195.2666667,2.254166667,1.35,24.75,0.395,54
109,19-04-2018,Newport,2.2875,9,11.4375,32.6625,41.58333333,27.375,27.375,81.16666667,2.754166667,191.6125,244.9583333,1.483333333,1.008333333,25.91666667,0.389166667,47
110,20-04-2018,Newport,2.145833333,10.075,12.22083333,37.675,86.79166667,60.04166667,57.34166667,76.875,4.025,202.6333333,202.875,1.554166667,1.2875,25.91666667,0.249583333,53
111,21-04-2018,Newport,1.970833333,6.904166667,8.908333333,30.275,31.91666667,17.66666667,17.425,74.25,2,200.4583333,205.7083333,2.275,2.1125,25.58333333,0.405,42
112,22-04-2018,Newport,0.966666667,8.245833333,9.195833333,48.89166667,50.04166667,32.95833333,32.95833333,74.5,2.433333333,226.5,220.9166667,1.425,1.129166667,26.54166667,0.49375,50
113,23-04-2018,Newport,1.670833333,11.77083333,13.30416667,38.2875,80.25,48.75,48.75,72.41666667,3.370833333,177.625,181.0416667,1.266666667,1.008333333,28.5,0.288333333,48
114,24-04-2018,Newport,4.345833333,11.23333333,15.48333333,19.67916667,55.95833333,23.33333333,23.33333333,67.45833333,2.654166667,168.0833333,171.125,3.179166667,3.008333333,28.41666667,0.1775,40
115,25-04-2018,Newport,2.05,6.6,8.641666667,17.52916667,26.45833333,12.20833333,9.625,69.79166667,3.754166667,188.625,192.4583333,3.070833333,3.004166667,24.04166667,0.40625,38
116,26-04-2018,Newport,3.916666667,13.89166667,17.80416667,24.55416667,36.75,17.41666667,17.95,78.41666667,3.691666667,248.9166667,218.8333333,2.383333333,1.658333333,23.08333333,0.478333333,48
117,27-04-2018,Newport,2.633333333,13.5875,16.22083333,33.65,51.83333333,25.83333333,23.4,77.58333333,2.9875,169.75,158.4583333,2.208333333,1.133333333,23.41666667,0.50875,41
118,28-04-2018,Newport,4.595833333,15.49166667,20.06666667,19.3875,48.41666667,27.45833333,19.29166667,85.25,2.9125,129.4083333,140.7083333,1.329166667,1.0125,26.16666667,0.315833333,37
119,29-04-2018,Newport,5.183333333,9.158333333,14.37083333,19.99166667,35.20833333,18.66666667,18.66666667,75.125,2.1625,167.2083333,159.0416667,2.654166667,2.458333333,26.04166667,0.261666667,38
120,30-04-2018,Newport,3.845833333,10.34583333,14.275,11.4,25.83333333,13.33333333,9.191666667,80.5,2.379166667,167.0416667,167.0416667,2.454166667,2.258333333,28.29166667,0.214583333,36
121,01-05-2018,Newport,2.158333333,5.85,7.95,16.875,32.45833333,13.58333333,13.58333333,70.66666667,2.8375,195,194.7083333,3.108333333,3.029166667,27.83333333,0.15625,40
122,02-05-2018,Newport,1.25,4.958333333,6.2125,16.39583333,29.375,13.08333333,12,76.33333333,1.45,199.4583333,198.125,2.516666667,2.320833333,27.04166667,0.265,40
123,03-05-2018,Newport,2.091666667,7.725,9.779166667,34.375,46.75,19,19,77.25,2.004166667,203.9166667,190.2666667,1.825,1.616666667,24.70833333,0.3375,43
124,04-05-2018,Newport,2.275,12.12083333,14.2375,28.60416667,44.875,25.5,23.4,82.33333333,3.2625,220.0833333,212.2083333,2.195833333,1.2375,24.45833333,0.4775,47
125,05-05-2018,Newport,0.7625,10.45416667,11.20833333,53.58333333,93.5,50.5,50.5,72.29166667,4.320833333,210.5125,239.25,2.104166667,1.183333333,26.04166667,0.524583333,56
126,06-05-2018,Newport,1.320833333,9.054166667,10.40833333,61.79166667,137.375,74.04166667,74.04166667,66.91666667,4.583333333,239.9375,238.25,1.675,1.25,26.66666667,0.372916667,64
127,07-05-2018,Newport,1.458333333,7.091666667,8.5125,49.95833333,80.20833333,43.33333333,43.33333333,69.875,2.954166667,205.9166667,201,1.7375,1.5875,27.66666667,0.364583333,50
128,08-05-2018,Newport,1.716666667,9.608333333,11.19583333,30.7,70.25,36,36,71.5,3.254166667,182.7916667,182.7083333,2.120833333,2.058333333,28.16666667,0.287083333,45
129,09-05-2018,Newport,1.7125,7.0625,8.795833333,33.225,65.04166667,34,34,75.875,2.183333333,197.125,197,2.270833333,2.079166667,26.41666667,0.374166667,46
130,10-05-2018,Newport,2.091666667,13.37083333,15.325,32.1375,86.54166667,41.79166667,41.79166667,78.33333333,3.991666667,272.3208333,259.875,2.225,1.483333333,25.66666667,0.297916667,59
131,11-05-2018,Newport,1.775,9.075,10.8,38.125,51.16666667,25.79166667,25.79166667,75.41666667,3.458333333,255.6583333,243.7916667,2.633333333,1.4375,26.79166667,0.2275,52
132,12-05-2018,Newport,1.333333333,4.545833333,5.895833333,39.79166667,69.33333333,34.875,34.875,74.83333333,2.233333333,224.5833333,243.625,1.9375,1.554166667,27.79166667,0.239583333,52
133,13-05-2018,Newport,2.045833333,5.904166667,7.925,26.675,60.375,30.16666667,30.16666667,70.29166667,2.058333333,210.8083333,217.75,1.466666667,1.3,28.83333333,0.224166667,47
134,14-05-2018,Newport,3.5625,7.770833333,11.25416667,17.95416667,41.875,19.45833333,19.45833333,68.91666667,2.125,205.1666667,212.9166667,1.6375,1.525,29.33333333,0.203333333,43
135,15-05-2018,Newport,2.1375,7.295833333,9.454166667,23.93333333,45.04166667,20.66666667,20.66666667,69.91666667,3.170833333,227.5416667,227.2083333,1.95,1.6875,26.625,0.251666667,46
136,16-05-2018,Newport,3.541666667,9.0875,12.60416667,15.24583333,39.70833333,19,17.15833333,81.16666667,2.958333333,197.625,200.875,1.829166667,1.558333333,25.75,0.234583333,42
137,17-05-2018,Newport,4.145833333,9.6625,13.80833333,14.79583333,32.04166667,11.66666667,6.25,83.375,2.65,195.625,156.3208333,1.425,1.170833333,25.33333333,0.24375,38
138,18-05-2018,Newport,2.520833333,8.758333333,11.2,17.5875,24.5,12.75,6.783333333,86.16666667,1.8125,147.9083333,171,1.575,1.433333333,25.41666667,0.27875,35
139,19-05-2018,Newport,2.445833333,9.845833333,12.20416667,18.16666667,37.375,14.625,8.433333333,83.16666667,2.945833333,154.6666667,148.7083333,2.1625,1.920833333,25.125,0.285833333,35
140,20-05-2018,Newport,2.3875,7.8,10.225,35.17916667,29.16666667,11.41666667,8.833333333,82.375,2.033333333,208.0916667,223.2916667,2.325,1.445833333,25.04166667,0.312916667,44
141,21-05-2018,Newport,1.5125,7.054166667,8.516666667,53.58333333,56.29166667,19.16666667,19.16666667,69.70833333,3.008333333,245.3208333,216.4583333,3.3125,1.208333333,25.08333333,0.301666667,49
142,22-05-2018,Newport,1.420833333,7.016666667,8.454166667,51.20833333,57.66666667,25.70833333,25.70833333,67.95833333,3.329166667,253.9666667,234.4208333,2.1875,1.3375,26.25,0.35,52
143,23-05-2018,Newport,3.141666667,10.625,13.72916667,45.13333333,69.16666667,30.625,30.625,68.79166667,3.6875,248.625,218.5416667,1.804166667,1.291666667,27,0.324166667,52
144,24-05-2018,Newport,2.258333333,9.233333333,11.4875,41.9375,63.83333333,32.04166667,32.04166667,70.79166667,3.495833333,208.3666667,214.0833333,1.758333333,1.275,27.75,0.334583333,49
