,Date,Station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,Avg
94,04-04-2018,McMug,23,0.319583333,2.120833333,6.654166667,8.75,54.79166667,72.25,30.375,30.375,70.83333333,2.841666667,135.7125,133.7916667,2.470833333,0.925,39
95,05-04-2018,McMug,23.29166667,0.400833333,1.929166667,11.75833333,13.70833333,45.83333333,286.3333333,80.29166667,80.29166667,79.79166667,3.183333333,128.8333333,135.75,2.395833333,1.358333333,60
96,06-04-2018,McMug,21.5,0.385,2.395833333,12.54583333,14.9125,36.83333333,46.25,25.83333333,22.30833333,81.41666667,2.866666667,50.5,85.95833333,2.525,1.145833333,28
97,07-04-2018,McMug,22.16666667,0.466666667,1.925,16.30416667,18.23333333,38.94583333,86.58333333,58.58333333,54.8,80.41666667,3.025,158.3708333,156.8708333,1.354166667,1.008333333,47
98,08-04-2018,McMug,23.25,0.352083333,4.116666667,10.19166667,14.29166667,48.58333333,76.20833333,39.375,39.375,81.41666667,3.695833333,179.4166667,184.0833333,2.120833333,1.641666667,48
99,09-04-2018,McMug,23.70833333,0.43,2.083333333,14.4125,16.55833333,38.1875,283.75,87.08333333,87.08333333,82.95833333,2.429166667,52,57.04166667,2.766666667,1.341666667,51
100,10-04-2018,McMug,26.29166667,0.509583333,6.795833333,13.87916667,20.67083333,42.33333333,72.625,49,49,75.54166667,3,196.125,181.0625,2.108333333,1.733333333,50
101,11-04-2018,McMug,27.08333333,0.20185,3.958333333,5.058333333,9.029166667,21.36666667,31.75,9.291666667,9.291666667,78.66666667,1.258333333,212.8333333,212.5416667,2.641666667,2.55,42
102,12-04-2018,McMug,26.41666667,0.270833333,3.491666667,9.016666667,12.5625,32.75,55.04166667,29.58333333,29.58333333,78.29166667,3.7625,166.8291667,158.875,1.55,0.991666667,41
103,13-04-2018,McMug,26.54166667,0.303333333,3.7625,6.454166667,10.2625,21.00833333,53.79166667,28.08333333,28.08333333,78.25,1.029166667,211.8333333,212.25,2.2,2.020833333,46
104,14-04-2018,McMug,26.66666667,0.2575,6.379166667,6.458333333,12.9125,27.01666667,41.66666667,22.33333333,22.33333333,75.25,2.416666667,164.6583333,170.25,1.495833333,1.1625,39
105,15-04-2018,McMug,27.29166667,0.191666667,1.908333333,4.554166667,6.45,21.36666667,38,19.33333333,19.33333333,74.70833333,2.3125,206.7083333,212,2.641666667,2.454166667,43
106,16-04-2018,McMug,25.20833333,0.349583333,3.654166667,12.4625,16.0875,24.05416667,33.33333333,15.16666667,14.83333333,80.70833333,3.0375,159.625,155.2916667,2.858333333,1.654166667,37
107,17-04-2018,McMug,22.125,0.397083333,2.225,17.49166667,19.76666667,40.66666667,62.33333333,33.20833333,25.86666667,75.91666667,5.658333333,89.76666667,79.70833333,2.416666667,1.325,32
108,18-04-2018,McMug,23.875,0.377083333,1.270833333,10.60833333,11.4625,35.82916667,66.83333333,44.08333333,39.95833333,83.125,3.741666667,85.95833333,79.125,2.375,1.241666667,33
109,19-04-2018,McMug,24.875,0.343333333,2.77375,8.32375,11.07791667,32.0375,44.41666667,27.79166667,26.13333333,87.16666667,2.1125,99.16666667,120.7083333,1.4875,0.795833333,33
