,Date,Station,AMB_TEMP,CO,NO,NO2,NOx,O3,PM10,PM2.5,RAINFALL,RH,SO2,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,Average
0,01-01-2018,Annan,16,0.254583333,1.4125,9.5625,11.22916667,22.83333333,48.25,32.20833333,0,75,1.866666667,37.33333333,45.20833333,2.9625,1.2,21
1,02-01-2018,Annan,17.95833333,0.26375,3.716666667,17.70416667,13.825,28.55,113.5,66.66666667,0,70.83333333,2.279166667,118.8333333,100.1041667,2.433333333,0.620833333,38
2,03-01-2018,Annan,17.625,0.501666667,5.179166667,14.08333333,19.22916667,28.30416667,96.125,49.625,0,74.79166667,4.233333333,118.7083333,136.5333333,2.183333333,0.820833333,38
3,04-01-2018,Annan,14.54166667,0.527916667,3.033333333,17.225,20.15416667,19.4375,66.45833333,32.70833333,0,69.83333333,3.941666667,50,64,4.2375,1.429166667,25
4,05-01-2018,Annan,12.91666667,0.474583333,8.708333333,20.25,27.70833333,9.795833333,71.79166667,39.25,0.075,75.5,4.0375,40.42916667,60.70833333,3.1375,1.129166667,26
5,06-01-2018,Annan,17.375,0.321666667,5.891666667,14.41666667,22.91666667,16.19583333,49.75,25.58333333,0,81,2.6375,46.79166667,59.95833333,4.0875,1.541666667,24
6,07-01-2018,Annan,17.75,0.3025,3.554166667,11.41666667,14.925,22.04166667,51.375,26.25,0,79.29166667,2.541666667,39.725,78.7625,3.279166667,1.254166667,24
7,08-01-2018,Annan,18.625,0.31625,2.854166667,11.25416667,14.07083333,23.08333333,62.41666667,29.83333333,0,78,3,39.45,68.29583333,3.295833333,1.095833333,24
8,09-01-2018,Annan,18.83333333,0.289166667,2.85,12.60833333,15.45833333,22.4375,60.16666667,25.25,0,77.66666667,3.479166667,79.04166667,94.42083333,3.25,1.195833333,28
9,10-01-2018,Annan,18.54166667,0.413333333,5.045833333,16.54166667,21.5,22.80833333,75.875,31.70833333,0,75.625,3.841666667,62.67083333,80.13333333,3.041666667,1.1625,28
10,11-01-2018,Annan,17.91666667,0.50625,2.858333333,17.75,20.58333333,24.20833333,93.16666667,49.375,0,68.5,4.104166667,48.95833333,52.95833333,3.829166667,1.441666667,28
11,12-01-2018,Annan,17.625,0.605833333,3.075,17.675,20.70416667,24.72916667,95.45833333,53.54166667,0,71.33333333,4.291666667,109.75,101.0958333,2.404166667,1.05,35
12,13-01-2018,Annan,18.45833333,0.451666667,4.066666667,17.19166667,21.20833333,14.5125,73.58333333,34.45833333,0,83.625,3.454166667,90.0375,59.25,2.633333333,1.079166667,29
13,14-01-2018,Annan,19.75,0.467916667,4.1625,21.29166667,25.29166667,14.09583333,90.75,47.20833333,0,84.08333333,1.695833333,151.075,152.5958333,1.9375,0.970833333,42
14,15-01-2018,Annan,21.33333333,0.466666667,6.8375,16.05416667,22.97083333,19.22916667,80.58333333,39.79166667,0,79.95833333,2.966666667,143.1208333,144.1875,2.25,1.2,39
15,16-01-2018,Annan,17.66666667,0.33375,2.333333333,14.175,16.42916667,19.73333333,32.95833333,16.41666667,0.025,79.20833333,2.1375,75.2,100.7916667,3.7375,1.766666667,26
16,17-01-2018,Annan,17.125,0.397916667,3.358333333,16.30416667,19.6625,21.07083333,62.91666667,27.45833333,0,77.66666667,2.025,46.74166667,64.16666667,3.208333333,1.154166667,25
17,18-01-2018,Annan,19.41666667,0.437083333,4.054166667,21.54166667,25.41666667,23.05416667,89.41666667,35.5,0,78.125,4.529166667,129.225,159.7416667,1.875,1.0125,40
18,19-01-2018,Annan,19.54166667,0.451666667,8.325,19.65,27.99166667,20.4125,95.95833333,43.41666667,0,78.83333333,3.125,93.75,125.125,2.783333333,1.058333333,37
19,20-01-2018,Annan,18.66666667,0.589166667,4.4875,17.95,22.42083333,24.94166667,109.0416667,52.75,0,80.625,2.658333333,94.16666667,121.8041667,2.55,1.179166667,37
20,21-01-2018,Annan,18.625,0.689583333,2.820833333,12.90833333,15.54166667,33.01666667,128.0416667,61.29166667,0,79.66666667,2.654166667,223.3333333,163.9166667,2.458333333,1.15,50
21,22-01-2018,Annan,16.79166667,0.467916667,0.770833333,10.3,10.45416667,23.94583333,49.5,27.125,0.016666667,77.70833333,1.683333333,59.6875,72.32916667,3.8875,1.304166667,24
22,23-01-2018,Annan,14.08333333,0.340416667,1.1875,7.625,8.258333333,26.625,32.45833333,16.125,0.091666667,78.45833333,1.195833333,58.20833333,54.55,3.666666667,1.304166667,21
23,24-01-2018,Annan,16.66666667,0.379583333,1.941666667,8.4875,10.48333333,28.2625,37.125,21.625,0.016666667,76.5,1.9125,90.875,103.4166667,3.208333333,1.1375,27
24,25-01-2018,Annan,14.75,0.495416667,2.691666667,7.341666667,10,31.875,43.95833333,27.58333333,0.025,75.54166667,2.258333333,56.025,71,3.829166667,1.345833333,24
25,26-01-2018,Annan,15.75,0.532083333,2.679166667,9.675,12.27916667,28.35416667,78.54166667,47.375,0,74.5,3.675,110.6416667,111.375,2.725,1.158333333,34
26,27-01-2018,Annan,17.70833333,0.452083333,1.245833333,10.64583333,11.175,27.70833333,85.54166667,45.16666667,0,78.58333333,2.095833333,83.97083333,89.1,2.829166667,1.191666667,31
27,28-01-2018,Annan,18.29166667,0.435833333,4.183333333,13.125,17.25416667,22.34583333,72.625,21.375,0,78.625,2.979166667,87.52083333,72.40833333,2.983333333,1.166666667,28
28,29-01-2018,Annan,18,0.349583333,1.475,9.616666667,11.03333333,29.625,62.33333333,40,0,78.83333333,3.216666667,55.35833333,67.9125,3.816666667,1.308333333,26
29,30-01-2018,Annan,17.33333333,0.342916667,3.375,9.675,13.03333333,35.20833333,82.95833333,20.04166667,0,76.91666667,2.145833333,74.25,80.3875,4.195833333,1.3,29
30,31-01-2018,Annan,16.95833333,0.357083333,2.177083333,10.13125,12.33541667,38.95833333,75.45833333,16.20833333,0,70.41666667,2.1875,49.1625,87.625,4.120833333,1.4375,26
31,01-02-2018,Annan,16.41666667,0.406666667,2.179166667,11.52916667,13.75833333,33.39166667,70.41666667,28.91666667,0,75.20833333,3.391666667,116.0833333,99.34166667,3.170833333,1.125,32
32,02-02-2018,Annan,17.45833333,0.406666667,2.0625,12.89166667,14.8875,32.58333333,90.125,27.25,0,73.16666667,2.329166667,78.58333333,53.71666667,3.6875,1.2625,28
33,03-02-2018,Annan,15.5,0.38875,3.725,17.86666667,21.54166667,15.77916667,52.41666667,15.91666667,0,73.66666667,3.6,67.29166667,78.58333333,3.420833333,1.208333333,25
34,04-02-2018,Annan,17.625,0.3975,6.1375,16.40416667,22.66666667,21.44166667,58.875,26.375,0,75.375,2.95,79.4875,76.74166667,2.75,1.1375,28
35,05-02-2018,Annan,20.125,0.44,1.970833333,16.4375,18.38333333,29.2625,87,37.625,0,74.29166667,2.258333333,110.9791667,103.5333333,2.6625,1.029166667,34
36,06-02-2018,Annan,24.125,0.57625,7.679166667,20.58333333,28.19166667,16.79583333,78.66666667,26.25,0.008333333,74.58333333,4.045833333,133.9166667,135.375,2.704166667,2.4625,38
37,07-02-2018,Annan,18.29166667,0.67,7.6875,18.66666667,26.375,16.64583333,56.91666667,21.79166667,0.116666667,80.875,3.029166667,81.70833333,82.05,3.395833333,1.295833333,28
38,08-02-2018,Annan,11.79166667,0.330416667,2.85,13.02083333,15.63333333,17.45416667,51.04166667,21.75,0.166666667,83.79166667,4.795833333,56.58333333,86.45833333,3.4625,0.9625,25
39,09-02-2018,Annan,14.75,0.415416667,4.4125,17.975,22.2,19.02916667,60.04166667,21.33333333,0,76.20833333,2.983333333,109.95,111.2875,2.095833333,0.670833333,31
40,10-02-2018,Annan,16.70833333,0.438333333,5.520833333,17.875,23.33333333,21.025,89.125,44.875,0,80.83333333,2.045833333,67.75,54.3125,3.429166667,1.375,29
41,11-02-2018,Annan,16.79166667,0.359166667,2.554166667,11,13.51666667,25.66666667,74.25,23.75,0,81.41666667,0.970833333,80.2625,91.42083333,3.616666667,1.229166667,29
42,12-02-2018,Annan,17.125,0.409583333,2.6625,11.62083333,14.33333333,22.95833333,96.16666667,19.25,0,83.08333333,1.833333333,106.1291667,106.3625,2.85,1.091666667,33
43,13-02-2018,Annan,20.70833333,0.457083333,3.983333333,14.8875,18.90416667,32.30416667,81.25,7.708333333,0,72.95833333,4.416666667,99.27083333,115.4583333,2.5,1.233333333,32
44,14-02-2018,Annan,22.66666667,0.58125,5.5375,23.79166667,29.33333333,34.84166667,104.875,51.66666667,0,73.04166667,3.541666667,187.1291667,188.5833333,1.870833333,1.016666667,49
45,15-02-2018,Annan,21.29166667,0.769166667,14.17083333,23.91666667,38.33333333,23.30833333,121.125,51.54166667,0,76.79166667,3.933333333,121.9833333,121.5416667,2.683333333,1.129166667,42
46,16-02-2018,Annan,17.91666667,0.370416667,2.129166667,13.325,15.33333333,31.5,85.375,21.08333333,0,77.45833333,1.4125,55.85833333,70.83333333,3.858333333,1.354166667,27
47,17-02-2018,Annan,15.875,0.330416667,2.0375,12.10416667,13.89583333,33.58333333,75.5,21.375,0,76.125,2.995833333,57.875,59.5,4.479166667,1.466666667,26
48,18-02-2018,Annan,15.33333333,0.42625,2.7125,10.64583333,13.25833333,38.375,94.45833333,34.875,0,68,3.6625,62.33333333,85.08333333,4.508333333,1.545833333,30
49,19-02-2018,Annan,15.20833333,0.355833333,2.379166667,10.59166667,12.96666667,30.95833333,77.20833333,28.875,0,70.29166667,3.695833333,42.41666667,43.29166667,3.420833333,1.158333333,23
50,20-02-2018,Annan,16.54166667,0.466666667,6.016666667,18.575,24.58333333,21.225,82.33333333,30.25,0.008333333,75.75,4.516666667,98.3125,100.8791667,2.195833333,1.008333333,33
51,21-02-2018,Annan,17.91666667,0.514166667,8.841666667,21.34583333,30.04166667,13.8875,128.25,51.66666667,0.066666667,87.58333333,2.641666667,133.175,93.30416667,1.5875,0.795833333,40
52,22-02-2018,Annan,22.375,0.655416667,10.67916667,23.05,33.66666667,35.5625,132.625,67.08333333,0.025,81.54166667,3.616666667,182.6666667,193.375,1.3375,0.9875,53
53,23-02-2018,Annan,25.125,0.427916667,4.895833333,15.09583333,19.9375,25.0625,95.625,53.08333333,0,80.45833333,1.641666667,209.4208333,203.6083333,1.679166667,0.983333333,50
54,24-02-2018,Annan,21.58333333,0.5775,7.404166667,18.69166667,26.02083333,16.32083333,89.95833333,81.70833333,0.541666667,83.33333333,1.345833333,87.17083333,124.5666667,3,1.083333333,38
55,25-02-2018,Annan,19.625,0.610416667,7.129166667,17.2,24.33333333,21.4625,79.125,37.5,0.433333333,82.54166667,3.166666667,50.8625,81.4375,3.179166667,1.141666667,29
56,26-02-2018,Annan,15.58333333,0.324166667,3.241666667,9.2125,12.44166667,29.08333333,47.04166667,16.625,0,77.58333333,1.654166667,52.83333333,72.125,4.275,1.383333333,23
57,27-02-2018,Annan,15.16666667,0.324583333,2.6125,12.05416667,14.74583333,27.66666667,57.79166667,23.58333333,0,79.29166667,2.0125,61.87916667,62.07083333,3.295833333,1.1625,25
58,28-02-2018,Annan,15.16666667,0.3075,3.8875,14.09166667,17.97916667,23.375,54.08333333,20.625,0.191666667,85.95833333,1.391666667,51.99583333,69.5,3.466666667,1.533333333,25
59,29-02-2018,Annan,17.33333333,0.402916667,6.520833333,13.85416667,20.45833333,29.45833333,75.70833333,28.25,0,80,2.279166667,159.3791667,172.6666667,2.666666667,1.266666667,41
60,01-03-2018,Annan,20.58333333,0.507916667,8.229166667,17.67916667,25.85833333,28.2625,102.0833333,43.83333333,0,79.375,1.820833333,184.4166667,131.7208333,2.033333333,0.991666667,44
61,02-03-2018,Annan,24.125,0.380416667,5.7625,14.47083333,20.13333333,35.09583333,98.58333333,46.91666667,0,73.54166667,3.204166667,106.0791667,106.5375,2.7375,1.05,36
62,03-03-2018,Annan,21.875,0.6125,7.116666667,16.58333333,23.70833333,38.71666667,128.2083333,64.75,0,74.20833333,2.645833333,159.8416667,130.6,3.008333333,1.304166667,45
63,04-03-2018,Annan,22.04166667,0.611666667,3.808333333,19.4375,23.24583333,35.71666667,149.375,74,0,77.41666667,2.670833333,149.9083333,172.7875,2.008333333,0.9625,49
64,05-03-2018,Annan,26.04166667,0.55375,8.091666667,19.48333333,27.5125,16.375,98.16666667,33.16666667,0,70.45833333,3.2125,154.875,157.7083333,2.870833333,2.604166667,42
65,06-03-2018,Annan,25.41666667,0.452083333,6.533333333,16.27083333,22.79583333,33.22916667,81.16666667,28.41666667,0,75.95833333,2.491666667,182.5958333,189.5833333,1.879166667,1.191666667,45
66,07-03-2018,Annan,22.20833333,0.69875,4.083333333,14.4,18.48333333,38.12916667,113.875,53.79166667,0,75.66666667,3.075,78.83333333,77.83333333,3.308333333,1.241666667,34
67,08-03-2018,Annan,20.83333333,0.735416667,2.595833333,19.32083333,21.89166667,32.97083333,108.125,49,0,75.125,3.145833333,138.0041667,90.25,3.066666667,1.120833333,38
68,09-03-2018,Annan,16.95833333,0.497083333,4.791666667,18.54166667,23.5,22.75,70.29166667,30.33333333,0,78.45833333,2.870833333,50.75,52.08333333,3.833333333,1.366666667,26
69,10-03-2018,Annan,16.08333333,0.345416667,2.8,13.50833333,16.3375,28.91666667,69.79166667,30.33333333,0,73.25,1.429166667,43.2875,63.6,3.979166667,1.4,25
70,11-03-2018,Annan,15.25,0.342083333,4.0625,11.70833333,15.92083333,28.66666667,75.375,32.16666667,0.016666667,76.75,2.670833333,56.575,57.04166667,3.641666667,1.270833333,26
71,12-03-2018,Annan,15.25,0.5075,3.529166667,15.74583333,19.1375,29.25,91.25,45.83333333,0.191666667,86.70833333,1.816666667,102.9166667,104.0416667,2.595833333,0.991666667,35
72,13-03-2018,Annan,17.33333333,0.339583333,3.016666667,13.60833333,16.63333333,31.41666667,101.2916667,32.5,0,78.29166667,2.779166667,53.75,79.33333333,3.379166667,1.258333333,29
73,14-03-2018,Annan,18.875,0.405416667,6.479166667,17.77083333,24.29166667,21.6125,100.1666667,42.875,0,78.33333333,2.258333333,50.45833333,64.19583333,3.095833333,1.125,29
74,15-03-2018,Annan,19.41666667,0.437916667,4.233333333,19.5,23.16666667,29.45,101.375,47.625,0,81.20833333,3.075,159.5708333,170.0333333,2.591666667,1.125,45
75,16-03-2018,Annan,24.375,0.62625,6.579166667,21.0125,27.6125,28.61666667,115.0416667,49.04166667,0,76.20833333,4.179166667,134.5833333,120,1.816666667,1.329166667,41
76,17-03-2018,Annan,27.20833333,0.490833333,5.666666667,15.725,21.3,21.91666667,74.75,23.33333333,0,77.16666667,3.833333333,162.0833333,163.4166667,2.645833333,2.491666667,41
77,18-03-2018,Annan,27.08333333,0.346666667,2.7375,11.5875,14.22083333,24.41666667,59.41666667,19.83333333,0,77.20833333,3.170833333,184.6666667,186.9166667,2.345833333,1.804166667,42
78,19-03-2018,Annan,24.20833333,0.510833333,0.858333333,12.31666667,13.02916667,43,105.3333333,44.16666667,0,76.41666667,1.816666667,107.9291667,108.7791667,3.083333333,1.233333333,37
79,20-03-2018,Annan,23.625,0.470416667,3.675,14.54166667,18.22916667,32.99583333,113.0416667,44.25,0,74.95833333,2.333333333,91.53333333,102.9166667,3.495833333,1.145833333,36
80,21-03-2018,Annan,21.125,0.370416667,1.525,15.875,17.5,36.425,85.5,37.79166667,0,72.91666667,3.020833333,99.97083333,92.5625,3.270833333,1.266666667,33
81,22-03-2018,Annan,23.125,0.41,1.945833333,14.39166667,16.37083333,46.91666667,101.4166667,41.625,0,75.875,2.066666667,147.5833333,151.375,2.625,1.258333333,42
82,23-03-2018,Annan,26.04166667,0.4775,3.945833333,17.86666667,20.45833333,36.09166667,95.375,40.29166667,0,71.66666667,4.8875,124.625,129.0375,2.816666667,1.645833333,39
83,24-03-2018,Annan,16.125,0.489166667,2.983333333,18.175,21.18333333,27.73333333,164.7083333,36,0,62.29166667,2.379166667,53.92916667,54.33333333,4.583333333,1.708333333,32
84,25-03-2018,Annan,19.79166667,0.475416667,2.4875,20.5625,22.40833333,38.64166667,113.75,41.25,0,60.41666667,4.345833333,151.2083333,138.1666667,1.85,1,42
85,26-03-2018,Annan,22,0.544166667,2.683333333,24.875,27.64583333,46.4625,93.41666667,34.66666667,0,57.04166667,3.6125,157.5833333,163.0833333,1.741666667,1.375,43
86,27-03-2018,Annan,23.08333333,0.400833333,3.991666667,17.88333333,21.78333333,51.45833333,90.16666667,33.04166667,0,58.54166667,2.408333333,192.8333333,202.2083333,1.716666667,1.245833333,47
87,28-03-2018,Annan,23.45833333,0.459166667,2.620833333,17.76666667,20.26666667,54.27083333,108.5833333,48.91666667,0,63.41666667,4.575,204.3375,180.2916667,1.854166667,1.179166667,49
88,29-03-2018,Annan,23.75,0.37875,2.029166667,16.675,18.4625,43.75,106.4583333,44,0,65.625,3.116666667,147.8333333,148,2.325,1.008333333,42
89,30-03-2018,Annan,24.70833333,0.426666667,6.5375,18.99166667,25.45833333,49.85416667,103.8333333,44.45833333,0,61.91666667,5.3875,194.3041667,202.625,1.725,1.108333333,50
90,31-03-2018,Annan,23.66666667,0.465416667,2.508333333,17.37083333,19.70833333,45.04166667,140.7083333,45.95833333,0,60.91666667,3.866666667,57.58333333,68.05,3.454166667,1.191666667,33
91,01-04-2018,Annan,23.45833333,0.500416667,2.291666667,16.59583333,18.8375,48.2625,100.5,39.16666667,0,59.33333333,3.975,166.8291667,201.9208333,1.895833333,1.441666667,46
92,02-04-2018,Annan,25.41666667,0.50375,2.133333333,20.44166667,22.54166667,51.29166667,119.7916667,37.08333333,0.008333333,68.70833333,4.845833333,181.3625,172.9958333,1.516666667,0.916666667,48
93,03-04-2018,Annan,26.33333333,0.413333333,1.652916667,12.31541667,13.93208333,41.25,115.7083333,48.70833333,0,70.45833333,4.033333333,139.8708333,153.8333333,2.741666667,1.125,43
94,04-04-2018,Annan,24.54166667,0.469583333,1.291666667,13.96666667,15.20833333,54.91666667,121.75,59.29166667,0,66.79166667,4.2375,182.4208333,185.2041667,1.820833333,1.1375,49
95,05-04-2018,Annan,25,0.401666667,1.8125,14.5,16.2375,43.04166667,99.25,46.375,0,72.70833333,3.533333333,146,149.875,2.166666667,1.029166667,42
96,06-04-2018,Annan,22.91666667,0.469583333,3.4125,17.67083333,21.08333333,35.20833333,74.16666667,36.70833333,0,76.16666667,2.791666667,145.3333333,118.8541667,1.875,0.929166667,38
97,07-04-2018,Annan,23.58333333,0.489583333,2.433333333,15.20416667,17.71666667,44.75,93.79166667,46.875,0,75.04166667,3.116666667,159.7291667,187.2083333,1.516666667,0.991666667,45
98,08-04-2018,Annan,24.91666667,0.433333333,0.891666667,12.07916667,12.825,46.85,82.58333333,36.91666667,0,70.66666667,2.745833333,182.75,212.0416667,1.920833333,1.145833333,46
99,09-04-2018,Annan,25.5,0.485,2.754166667,18.55833333,21.1625,40.2125,115.7916667,56.08333333,0,70.95833333,4.5625,114.3333333,138.8333333,1.854166667,0.916666667,41
100,10-04-2018,Annan,27.41666667,0.5325,9.020833333,20.29583333,29.29166667,28.15,96.70833333,45.75,0,70.375,4.758333333,155.0416667,171.7916667,2.554166667,2.179166667,45
101,11-04-2018,Annan,27.875,0.286666667,3.5375,10.1,13.52916667,19.75,53.29166667,16.875,0,72.91666667,2.704166667,208.9166667,214.8333333,2.366666667,2.091666667,44
102,12-04-2018,Annan,27.54166667,0.255416667,2.016666667,10.5,12.4875,28.69583333,62.16666667,26.70833333,0,75.45833333,3.15,180.05,181.1083333,2.075,1.4875,41
103,13-04-2018,Annan,27.95833333,0.31625,2.125,11.725,13.80416667,21.60416667,61.125,24.5,0,71,4.529166667,200.0833333,190.0416667,2.058333333,1.725,43
104,14-04-2018,Annan,27.875,0.269583333,6.316666667,8.441666667,14.75416667,18.95833333,49.16666667,18.95833333,0,69.25,1.670833333,167.9,212.9583333,1.941666667,1.325,40
105,15-04-2018,Annan,28.16666667,0.22,1.3125,8,9.35,21.39166667,48.41666667,19.25,0,68.79166667,2.141666667,211.75,224.9583333,1.895833333,1.404166667,44
106,16-04-2018,Annan,26.70833333,0.300416667,4.141666667,10.925,15.0375,21.15833333,49.20833333,16.70833333,0,74.33333333,3.445833333,174.275,149.0833333,2.095833333,1.283333333,37
107,17-04-2018,Annan,22.91666667,0.52125,2.821666667,20.42583333,23.2175,24.6375,80.375,39.54166667,0.266666667,81,8.933333333,225.2083333,194.6458333,1.645833333,0.904166667,49
108,18-04-2018,Annan,26.04166667,0.455416667,3.1875,14.82916667,17.91666667,43.22916667,98.95833333,45.95833333,0.033333333,76.16666667,3.691666667,172.7791667,174.4958333,1.729166667,1.270833333,46
109,19-04-2018,Annan,26.54166667,0.374166667,3.1875,14.45833333,17.54583333,36.30416667,72.91666667,34.54166667,0.008333333,78.25,1.7375,181.6916667,195.7541667,1.6375,0.904166667,45
110,20-04-2018,Annan,27.45833333,0.440416667,3.141666667,15.16666667,18.37083333,36.74583333,86,34.66666667,0.158333333,75.29166667,4.316666667,166.9166667,162.3625,1.916666667,1.7625,43
111,21-04-2018,Annan,27.625,0.349583333,1.795833333,13.90833333,15.7375,31.425,52.45833333,18.75,0.275,73.16666667,2.816666667,186.7916667,193.2083333,2.2125,2.091666667,42
112,22-04-2018,Annan,27.20833333,0.40875,2.329166667,13.09166667,15.6125,44.79166667,55.08333333,21.41666667,0,73,2.508333333,195.5416667,175.075,1.5625,1.204166667,42
113,23-04-2018,Annan,28.95833333,0.45875,2.908333333,15.07916667,18.025,33.49583333,66.125,29.16666667,0,67.08333333,3.575,174.375,170.9583333,1.929166667,1.766666667,41
114,24-04-2018,Annan,30.20833333,0.377916667,4.749583333,15.61625,20.32041667,18.40416667,60.16666667,23.83333333,0,65.58333333,5.120833333,161.375,157,3.3625,3.179166667,38
115,25-04-2018,Annan,29.29166667,0.38,4.258333333,13.07916667,17.4625,18.62083333,49.875,17.91666667,0.375,72.125,4.416666667,162.5,162.4166667,2.695833333,2.5,38
116,26-04-2018,Annan,27,0.385,4.2125,12.72916667,16.90416667,31.87916667,55,17,0.65,77.04166667,2.575,158.625,155.1666667,2.2625,1.404166667,38
117,27-04-2018,Annan,26.08333333,0.52375,4.579166667,20.175,24.725,31.14166667,65.58333333,25.95833333,0.333333333,73.125,4.0625,147.1208333,152.3291667,2.375,1.4625,39
118,28-04-2018,Annan,25.375,0.511666667,5.3,19.64166667,24.9875,20.97083333,54.58333333,21.125,0.7,81,4.4625,161.4583333,163.0416667,1.895833333,1.616666667,40
119,29-04-2018,Annan,29.125,0.31,2.908333333,11.00416667,13.925,19.05416667,40.45833333,11.45833333,0,68.29166667,1.895833333,174.9166667,174.7083333,2.804166667,2.7125,37
120,30-04-2018,Annan,27.33333333,0.425,7.454166667,15.4125,22.89166667,12.80833333,44.91666667,15.33333333,6.925,80.91666667,2.995833333,139.0833333,149.8333333,2.5875,2.270833333,36
121,01-05-2018,Annan,29.75,0.285833333,3.466666667,9.295833333,12.85,18.25416667,43.375,15.91666667,0,70.45833333,3.079166667,189.4166667,190.7916667,2.483333333,2.375,40
122,02-05-2018,Annan,29.70833333,0.222916667,2.9875,8.141666667,11.11666667,16.63333333,42.125,13.16666667,0.033333333,74.83333333,1.616666667,218.25,220.2916667,2.325,2.045833333,43
123,03-05-2018,Annan,28.66666667,0.250416667,2.6,9.304166667,11.93333333,30.79166667,44.625,16.58333333,0.125,77.54166667,3.133333333,184.125,186.2916667,2.4625,2.075,41
124,04-05-2018,Annan,20.625,0.65625,3.1,9.033333333,11.76666667,24.54166667,34.83333333,12.375,3.875,62.25,4.816666667,108.4583333,112.0416667,2.3,1.870833333,28
125,05-05-2018,Annan,25.75416667,0.507083333,1.133333333,11.26666667,12.22916667,61.67083333,84.25416667,40.50416667,0.0875,67.62916667,6.670833333,168.6,159.0458333,2.45,1.104166667,43
126,06-05-2018,Annan,28.41666667,0.5075,2.166666667,11.3125,13.47083333,79.5,114.875,58,0,61.66666667,4.5625,252.75,217.7375,1.808333333,1.245833333,57
127,07-05-2018,Annan,28.54166667,0.39,1.408333333,9.575,11.025,54.08333333,82.375,39.04166667,0,68.66666667,2.583333333,213.4583333,182.9458333,1.683333333,1.191666667,47
128,08-05-2018,Annan,29.45833333,0.445416667,1.841666667,12.3875,14.24166667,34.83333333,81.70833333,38.875,0,69.125,3.195833333,198.125,202.9166667,1.975,1.808333333,47
129,09-05-2018,Annan,29.20833333,0.2825,2.029166667,9.158333333,11.15833333,34.79166667,59.95833333,29.625,0.025,77.70833333,1.941666667,217.5416667,217.0416667,1.858333333,1.583333333,47
130,10-05-2018,Annan,29.33333333,0.325416667,1.532916667,10.48708333,12.02041667,37.12291667,61.00208333,30.66666667,0,75,5.820833333,175.1,185.7916667,1.920833333,1.458333333,42
131,11-05-2018,Annan,27.33333333,0.27,2.841666667,10.38333333,13.12083333,39.08333333,58.41666667,25.16666667,0.083333333,76.75,4.258333333,189.7375,174.4875,2.716666667,1.391666667,42
132,12-05-2018,Annan,28.25,0.254583333,2.045833333,8.516666667,10.45833333,40.125,66.625,31.20833333,0,74.79166667,2.141666667,186.15,204.4333333,2.029166667,1.25,44
133,13-05-2018,Annan,29.66666667,0.27125,1.791666667,8.1,9.916666667,27.00833333,61,27.04166667,0,68.875,1.7,225.375,215.75,1.675,1.016666667,46
134,14-05-2018,Annan,30.45833333,0.301666667,3.379166667,10.725,14.2125,24.55,48.125,21.79166667,0,65.29166667,2.45,216.625,218.25,1.925,1.616666667,44
135,15-05-2018,Annan,30.66666667,0.2525,3.0125,10.59583333,13.60833333,21.6875,52.45833333,21.41666667,0,66.875,4.466666667,235.5833333,227.5833333,2.0625,1.725,47
136,16-05-2018,Annan,27.79166667,0.350416667,5.191666667,16.52083333,21.69583333,14.4125,45.54166667,17.91666667,0.308333333,80.83333333,4.766666667,128.9083333,160.7916667,2.45,2.191666667,36
137,17-05-2018,Annan,26.66666667,0.334166667,7.404166667,15.88333333,23.3125,13.51666667,41.125,11.83333333,0.591666667,81.91666667,3.625,155.5416667,155.7916667,2.495833333,2.491666667,37
138,18-05-2018,Annan,26.5,0.495416667,5.220833333,20.79166667,25.83333333,19.575,49.08333333,16.08333333,0.883333333,86.33333333,4.7,168.9583333,172.0833333,1.575,1.5125,40
139,19-05-2018,Annan,26.04166667,0.424583333,4.829166667,20.28333333,25.125,15.13333333,59.79166667,24.66666667,1.375,88.83333333,3.816666667,106.9166667,134.3291667,1.920833333,1.566666667,35
140,20-05-2018,Annan,25.375,0.282083333,2.5875,12.0375,14.625,22.91666667,27.95833333,7.5,9.166666667,90.75,1.233333333,122.3333333,125.4166667,1.416666667,1.104166667,31
141,21-05-2018,Annan,26.45833333,0.309166667,2.0625,10.9875,12.975,49.04166667,61.20833333,18.45833333,0,73.875,1.35,72.125,58.14583333,2.866666667,1.133333333,27
142,22-05-2018,Annan,26.66666667,0.330833333,2.033333333,12.67083333,14.79166667,51.70833333,69.25,26.54166667,0,68.45833333,3.4,145.125,166.8333333,1.991666667,1.2875,40
143,23-05-2018,Annan,27.66666667,0.340416667,2.129166667,15.4,17.52083333,48.94583333,80.70833333,31.91666667,0,67.83333333,3.491666667,211.5291667,241.0416667,1.875,0.9875,51
144,24-05-2018,Annan,28.375,0.285833333,2.6375,11.125,13.77083333,42.25833333,72.16666667,31.20833333,0.058333333,70.91666667,3.15,163.8583333,164.1666667,2.070833333,1.1125,41
145,25-05-2018,Annan,29.33333333,0.315833333,2.520833333,13.93333333,16.56666667,47.12083333,70.29166667,35.83333333,0,66.70833333,4.3375,99.8,84.70833333,1.091666667,0.6875,32
146,26-05-2018,Annan,29.875,0.3175,4.2625,11.58333333,15.78333333,31.05416667,70.95833333,26.41666667,0.033333333,72.375,4.383333333,134.0708333,147.5541667,1.0375,0.829166667,37
147,27-05-2018,Annan,29.04166667,0.244166667,2.375,8.075,10.4125,33.41666667,47.33333333,17.95833333,0.583333333,78.625,1.845833333,172.8958333,173.7083333,1.604166667,1.191666667,39
